台湾,#genre#
北京文艺,http://ivi.bupt.edu.cn/hls/btv2.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京体育,http://ivi.bupt.edu.cn/hls/btv6.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
卡酷少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
深圳卫视,http://ivi.bupt.edu.cn/hls/sztv.m3u8
安徽卫视,http://ivi.bupt.edu.cn/hls/ahtv.m3u8
河南卫视,http://ivi.bupt.edu.cn/hls/hntv.m3u8
陕西卫视,http://ivi.bupt.edu.cn/hls/sxtv.m3u8
吉林卫视,http://ivi.bupt.edu.cn/hls/jltv.m3u8
广东卫视,http://ivi.bupt.edu.cn/hls/gdtv.m3u8
山东卫视,http://ivi.bupt.edu.cn/hls/sdtv.m3u8
湖北卫视,http://ivi.bupt.edu.cn/hls/hbtv.m3u8
广西卫视,http://ivi.bupt.edu.cn/hls/gxtv.m3u8
河北卫视,http://ivi.bupt.edu.cn/hls/hebtv.m3u8
西藏卫视,http://ivi.bupt.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://ivi.bupt.edu.cn/hls/nmtv.m3u8
青海卫视,http://ivi.bupt.edu.cn/hls/qhtv.m3u8
四川卫视,http://ivi.bupt.edu.cn/hls/sctv.m3u8
江苏卫视,http://ivi.bupt.edu.cn/hls/jstv.m3u8
天津卫视,http://ivi.bupt.edu.cn/hls/tjtv.m3u8
山西卫视,http://ivi.bupt.edu.cn/hls/sxrtv.m3u8
辽宁卫视,http://ivi.bupt.edu.cn/hls/lntv.m3u8
厦门卫视,http://ivi.bupt.edu.cn/hls/xmtv.m3u8
新疆卫视,http://ivi.bupt.edu.cn/hls/xjtv.m3u8
东方卫视,http://ivi.bupt.edu.cn/hls/dftv.m3u8
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljtv.m3u8
湖南卫视,http://ivi.bupt.edu.cn/hls/hunantv.m3u8
云南卫视,http://ivi.bupt.edu.cn/hls/yntv.m3u8
江西卫视,http://ivi.bupt.edu.cn/hls/jxtv.m3u8
东南卫视,http://ivi.bupt.edu.cn/hls/dntv.m3u8
浙江卫视,http://ivi.bupt.edu.cn/hls/zjtv.m3u8
贵州卫视,http://ivi.bupt.edu.cn/hls/gztv.m3u8
宁夏卫视,http://ivi.bupt.edu.cn/hls/nxtv.m3u8
甘肃卫视,http://ivi.bupt.edu.cn/hls/gstv.m3u8
重庆卫视,http://ivi.bupt.edu.cn/hls/cqtv.m3u8
兵团卫视,http://ivi.bupt.edu.cn/hls/bttv.m3u8
旅游卫视,http://ivi.bupt.edu.cn/hls/lytv.m3u8
第一剧场,rtmp://ivi.bupt.edu.cn:1935/livetv/dyjctv
风云剧场,rtmp://ivi.bupt.edu.cn:1935/livetv/fyjctv
风云音乐,rtmp://ivi.bupt.edu.cn:1935/livetv/fyyytv
风云足球,rtmp://ivi.bupt.edu.cn:1935/livetv/fyzqtv
怀旧剧场,rtmp://ivi.bupt.edu.cn:1935/livetv/hjjctv
世界地理,rtmp://ivi.bupt.edu.cn:1935/livetv/sjdltv
国防军事,rtmp://ivi.bupt.edu.cn:1935/livetv/gfjstv
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC动作电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcatv
CETV-1,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv1
CETV-3,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv3
CETV-4,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv4
金鹰卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/jykttv
嘉佳卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/jjkttv
炫动卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/xdkttv
优漫卡通,rtmp://ivi.bupt.edu.cn:1935/livetv/ymkttv
山东教育,rtmp://ivi.bupt.edu.cn:1935/livetv/sdetv
CCTV-1高清,http://ivi.bupt.edu.cn/hls/cctv1hd.m3u8
CCTV-2高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv2hd
CCTV-3高清,http://ivi.bupt.edu.cn/hls/cctv3hd.m3u8
CCTV-4高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv4hd
CCTV-5高清,http://ivi.bupt.edu.cn/hls/cctv5hd.m3u8
CCTV-5+高清,http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8
CCTV-6高清,http://ivi.bupt.edu.cn/hls/cctv6hd.m3u8
CCTV-7高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv7hd
CCTV-8高清,http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8
CCTV-9高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv9hd
CCTV-10高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv10hd
CCTV-12高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv12hd
CCTV-14高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv14hd
CETV-1高清,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv1hd
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8
北京卫视高清,http://ivi.bupt.edu.cn/hls/btv1hd.m3u8
北京文艺高清,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京影视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/btv4hd
北京体育高清,http://ivi.bupt.edu.cn/hls/btv6hd.m3u8
北京新闻高清,rtmp://ivi.bupt.edu.cn:1935/livetv/btv9hd
北京纪实高清,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8
湖南卫视高清,http://ivi.bupt.edu.cn/hls/hunanhd.m3u8
浙江卫视高清,http://ivi.bupt.edu.cn/hls/zjhd.m3u8
江苏卫视高清,http://ivi.bupt.edu.cn/hls/jshd.m3u8
东方卫视高清,http://ivi.bupt.edu.cn/hls/dfhd.m3u8
安徽卫视高清,http://ivi.bupt.edu.cn/hls/ahhd.m3u8
黑龙江卫视高清,http://ivi.bupt.edu.cn/hls/hljhd.m3u8
辽宁卫视高清,http://ivi.bupt.edu.cn/hls/lnhd.m3u8
深圳卫视高清,http://ivi.bupt.edu.cn/hls/szhd.m3u8
广东卫视高清,http://ivi.bupt.edu.cn/hls/gdhd.m3u8
天津卫视高清,http://ivi.bupt.edu.cn/hls/tjhd.m3u8
湖北卫视高清,http://ivi.bupt.edu.cn/hls/hbhd.m3u8
山东卫视高清,http://ivi.bupt.edu.cn/hls/sdhd.m3u8
重庆卫视高清,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
四川卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/schd
江西卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/jxhd
东南卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/dnhd
河北卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/hebhd
河南卫视高清,rtmp://ivi.bupt.edu.cn:1935/livetv/hnhd
上视纪实高清,rtmp://ivi.bupt.edu.cn:1935/livetv/docuchina
金鹰纪实高清,rtmp://ivi.bupt.edu.cn:1935/livetv/gedocu
全纪实高清,rtmp://ivi.bupt.edu.cn:1935/livetv/documentaryhd


华数咪咕台湾,#genre#
chc高清,http://125.210.152.18:9090/live/CHCGQDY.m3u8#http://192.200.120.82:8080/ZZ_chcgaoqing/ZZ_chcgaoqing.m3u8
chc家庭,http://125.210.152.18:9090/live/JTYYHD.m3u8#migu://644368370
chc动作,http://125.210.152.18:9090/live/DZDYHD.m3u8#migu://644368610
民視HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_5_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CNN國際新聞,http://58.99.33.2:1935/liveedge2/JIAACJMc_6_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
台視HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_7_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
人間衛視,http://58.99.33.2:1935/liveedge2/JIAACJMc_8_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
中視HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_9_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
大愛電視HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_10_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
華視HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_11_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
動物星球,http://58.99.33.2:1935/liveedge2/JIAACJMc_12_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
公視HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_13_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
好消息,http://58.99.33.2:1935/liveedge2/JIAACJMc_15_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
原住民電視台,http://58.99.33.2:1935/liveedge2/JIAACJMc_16_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
客家電視台,http://58.99.33.2:1935/liveedge2/JIAACJMc_17_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
國家地理頻道,http://58.99.33.2:1935/liveedge2/JIAACJMc_18_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索頻道,http://58.99.33.2:1935/liveedge2/JIAACJMc_19_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
中台灣生活網,http://58.99.33.2:1935/liveedge2/JIAACJMc_20_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
TLC 旅遊生活,http://58.99.33.2:1935/liveedge2/JIAACJMc_21_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CN卡通,http://58.99.33.2:1935/liveedge2/JIAACJMc_22_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
迪士尼頻道,http://58.99.33.2:1935/liveedge2/JIAACJMc_23_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
MOMO親子,http://58.99.33.2:1935/liveedge2/JIAACJMc_24_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森幼幼台,http://58.99.33.2:1935/liveedge2/JIAACJMc_25_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
緯來綜合台,http://58.99.33.2:1935/liveedge2/JIAACJMc_26_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
八大第1台,http://58.99.33.2:1935/liveedge2/JIAACJMc_27_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
八大綜合台,http://58.99.33.2:1935/liveedge2/JIAACJMc_28_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
三立台灣台,http://58.99.33.2:1935/liveedge2/JIAACJMc_29_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
三立都會台,http://58.99.33.2:1935/liveedge2/JIAACJMc_30_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
衛視中文台,http://58.99.33.2:1935/liveedge2/JIAACJMc_31_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森綜合台,http://58.99.33.2:1935/liveedge2/JIAACJMc_32_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森超視,http://58.99.33.2:1935/liveedge2/JIAACJMc_33_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森購物2台,http://58.99.33.2:1935/liveedge2/JIAACJMc_34_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
MOMO2台,http://58.99.33.2:1935/liveedge2/JIAACJMc_35_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
中天綜合,http://58.99.33.2:1935/liveedge2/JIAACJMc_36_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東風37台,http://58.99.33.2:1935/liveedge2/JIAACJMc_37_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
年代MUCH-HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_38_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森戲劇台,http://58.99.33.2:1935/liveedge2/JIAACJMc_40_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
八大戲劇台,http://58.99.33.2:1935/liveedge2/JIAACJMc_41_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
TVBS歡樂台HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_42_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
緯來戲劇台,http://58.99.33.2:1935/liveedge2/JIAACJMc_43_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
高點綜合台,http://58.99.33.2:1935/liveedge2/JIAACJMc_44_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
JET綜合台,http://58.99.33.2:1935/liveedge2/JIAACJMc_45_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
MOMO1台,http://58.99.33.2:1935/liveedge2/JIAACJMc_48_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
壹新聞,http://58.99.33.2:1935/liveedge2/JIAACJMc_49_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
年代新聞台,http://58.99.33.2:1935/liveedge2/JIAACJMc_50_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森新聞台,http://58.99.33.2:1935/liveedge2/JIAACJMc_51_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
中天新聞台,http://58.99.33.2:1935/liveedge2/JIAACJMc_52_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
民視新聞台,http://58.99.33.2:1935/liveedge2/JIAACJMc_53_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
三立新聞台,http://58.99.33.2:1935/liveedge2/JIAACJMc_54_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
TVBS新聞台,http://58.99.33.2:1935/liveedge2/JIAACJMc_55_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
TVBS,http://58.99.33.2:1935/liveedge2/JIAACJMc_56_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森財經新聞台,http://58.99.33.2:1935/liveedge2/JIAACJMc_57_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
非凡新聞台HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_58_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
VIVA1台,http://58.99.33.2:1935/liveedge2/JIAACJMc_59_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
衛視電影台,http://58.99.33.2:1935/liveedge2/JIAACJMc_61_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森電影台,http://58.99.33.2:1935/liveedge2/JIAACJMc_62_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
緯來電影台,http://58.99.33.2:1935/liveedge2/JIAACJMc_63_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
冠軍台,http://58.99.33.2:1935/liveedge2/JIAACJMc_64_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
HBO,http://58.99.33.2:1935/liveedge2/JIAACJMc_65_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森洋片台,http://58.99.33.2:1935/liveedge2/JIAACJMc_66_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
中天娛樂台,http://58.99.33.2:1935/liveedge2/JIAACJMc_67_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
好萊塢電影,http://58.99.33.2:1935/liveedge2/JIAACJMc_68_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
衛視西片台,http://58.99.33.2:1935/liveedge2/JIAACJMc_69_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
四季台HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_70_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CINEMAX電影,http://58.99.33.2:1935/liveedge2/JIAACJMc_71_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
緯來體育台,http://58.99.33.2:1935/liveedge2/JIAACJMc_72_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
FOX體育台,http://58.99.33.2:1935/liveedge4/JIAACJMc_73_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
FOX體育2台,http://58.99.33.2:1935/liveedge4/JIAACJMc_74_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
緯來日本台,http://58.99.33.2:1935/liveedge4/JIAACJMc_75_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
國興衛視,http://58.99.33.2:1935/liveedge2/JIAACJMc_76_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
海豚綜合台,http://58.99.33.2:1935/liveedge4/JIAACJMc_77_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
民俗才藝,http://58.99.33.2:1935/liveedge4/JIAACJMc_78_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
纬来日本HD,http://58.99.33.2:1935/liveedge2/JIAACJMc_79_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
MOMO综合,http://58.99.33.2:1935/liveedge2/JIAACJMc_80_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
VIVA2台,http://58.99.33.2:1935/liveedge4/JIAACJMc_81_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
信吉衛星,http://58.99.33.2:1935/liveedge4/JIAACJMc_82_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
桐瑛電視,http://58.99.33.2:1935/liveedge4/JIAACJMc_83_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
AXN,http://58.99.33.2:1935/liveedge4/JIAACJMc_84_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
Z頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_85_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
信大電視,http://58.99.33.2:1935/liveedge4/JIAACJMc_86_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
緯來育樂台,http://58.99.33.2:1935/liveedge4/JIAACJMc_87_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
三立財經台,http://58.99.33.2:1935/liveedge4/JIAACJMc_88_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
凱亞綜合台,http://58.99.33.2:1935/liveedge4/JIAACJMc_89_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
台灣藝術台,http://58.99.33.2:1935/liveedge4/JIAACJMc_90_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
台灣綜合台,http://58.99.33.2:1935/liveedge4/JIAACJMc_91_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
天良綜合台,http://58.99.33.2:1935/liveedge4/JIAACJMc_92_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
龍祥時代,http://58.99.33.2:1935/liveedge4/JIAACJMc_93_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
誠心電視,http://58.99.33.2:1935/liveedge4/JIAACJMc_94_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
非凡商業,http://58.99.33.2:1935/liveedge2/JIAACJMc_95_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
霹靂台灣,http://58.99.33.2:1935/liveedge4/JIAACJMc_96_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
運通財經,http://58.99.33.2:1935/liveedge4/JIAACJMc_97_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
NHK,http://58.99.33.2:1935/liveedge2/JIAACJMc_98_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
新增頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_99_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
MTV,http://58.99.33.2:1935/liveedge4/JIAACJMc_100_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
FOX,http://58.99.33.2:1935/liveedge4/JIAACJMc_101_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
華視新聞資訊,http://58.99.33.2:1935/liveedge4/JIAACJMc_108_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
番薯電視台HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_110_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
國家地理HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_113_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
國家地理野生HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_114_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
FOX家庭電影,http://58.99.33.2:1935/liveedge4/JIAACJMc_115_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
FOX HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_116_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
TVN,http://58.99.33.2:1935/liveedge4/JIAACJMc_117_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
公視3台HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_118_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
台灣交通台,http://58.99.33.2:1935/liveedge4/JIAACJMc_120_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
台視新聞,http://58.99.33.2:1935/liveedge4/JIAACJMc_121_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
華視綜合娛樂,http://58.99.33.2:1935/liveedge4/JIAACJMc_123_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索世界HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_129_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索科學,http://58.99.33.2:1935/liveedge4/JIAACJMc_130_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索DMAX,http://58.99.33.2:1935/liveedge4/JIAACJMc_131_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
探索eve,http://58.99.33.2:1935/liveedge4/JIAACJMc_132_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
BBC Earth HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_133_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
BBC Entertainment Channel,http://58.99.33.2:1935/liveedge4/JIAACJMc_134_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
BBC life style,http://58.99.33.2:1935/liveedge4/JIAACJMc_135_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
居家生活電視台,http://58.99.33.2:1935/liveedge4/JIAACJMc_136_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
Warner TV,http://58.99.33.2:1935/liveedge4/JIAACJMc_137_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
大愛2台HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_201_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
DMAX,http://58.99.33.2:1935/liveedge4/JIAACJMc_202_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
亞洲新聞台,http://58.99.33.2:1935/liveedge4/JIAACJMc_205_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
BBC World News,http://58.99.33.2:1935/liveedge4/JIAACJMc_207_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
國家地理音樂,http://58.99.33.2:1935/liveedge4/JIAACJMc_210_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
台股資訊頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_222_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
HBO HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_301_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
HBO 原創鉅獻,http://58.99.33.2:1935/liveedge4/JIAACJMc_302_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
HBO 溫馨家庭,http://58.99.33.2:1935/liveedge4/JIAACJMc_303_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
HBO 強檔鉅獻,http://58.99.33.2:1935/liveedge4/JIAACJMc_304_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
玩家頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_401_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
Happy 頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_402_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
HOT 頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_403_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
松視4台,http://58.99.33.2:1935/liveedge4/JIAACJMc_404_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
松視1台HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_405_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
松視2台,http://58.99.33.2:1935/liveedge4/JIAACJMc_406_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
松視3台,http://58.99.33.2:1935/liveedge4/JIAACJMc_407_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
彩虹,http://58.99.33.2:1935/liveedge4/JIAACJMc_408_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
叮噹CR電視台,http://58.99.33.2:1935/liveedge4/JIAACJMc_409_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
樂活頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_410_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
潘朵拉玩美台HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_411_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
潘朵拉粉紅台HD,http://58.99.33.2:1935/liveedge4/JIAACJMc_412_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
驚艷CR電視台,http://58.99.33.2:1935/liveedge4/JIAACJMc_413_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
博斯高球,http://58.99.33.2:1935/liveedge2/JIAACJMc_601_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
博斯網球,http://58.99.33.2:1935/liveedge2/JIAACJMc_602_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
博斯足球,http://58.99.33.2:1935/liveedge2/JIAACJMc_603_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
博斯魅力,http://58.99.33.2:1935/liveedge2/JIAACJMc_604_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
博斯高球Ⅱ,http://58.99.33.2:1935/liveedge2/JIAACJMc_605_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
上海東方衛視,http://58.99.33.2:1935/liveedge4/JIAACJMc_901_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
中國電影,http://58.99.33.2:1935/liveedge4/JIAACJMc_902_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CCTV中文國際,http://58.99.33.2:1935/liveedge4/JIAACJMc_903_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
